frame,x,y,visible
294,2405,1230,1
295,2405,1230,1
296,2404,1230,1
297,2405,1230,1
298,2404,1230,1
299,2404,1230,1
300,2405,1230,1
301,2405,1230,1
302,2405,1230,1
303,2404,1230,1
304,2404,1230,1
305,2404,1230,1
306,2404,1230,1
307,2404,1230,1
308,2404,1230,1
309,2404,1230,1
310,2404,1230,1
311,2404,1230,1
312,2404,1229,1
313,2404,1229,1
314,2404,1230,1
315,2404,1230,1
316,2404,1230,1
317,2404,1230,1
318,2404,1230,1
319,2404,1230,1
320,2404,1230,1
321,2404,1230,1
322,2404,1230,1
323,2404,1230,1
324,2404,1230,1
325,2404,1230,1
326,2404,1230,1
327,2404,1230,1
328,2404,1230,1
329,2404,1230,1
330,2404,1230,1
331,2404,1230,1
332,2404,1230,1
333,2404,1230,1
334,2404,1230,1
335,2404,1230,1
336,2404,1230,1
337,2404,1230,1
338,2404,1230,1
339,2404,1230,1
340,2404,1230,1
341,2404,1230,1
342,2404,1230,1
343,2404,1230,1
344,2404,1230,1
345,2404,1230,1
346,2404,1230,1
347,2404,1230,1
348,2404,1230,1
349,2404,1230,1
350,2404,1230,1
351,2404,1230,1
352,2404,1230,1
353,2404,1230,1
354,2404,1230,1
355,2404,1230,1
356,2404,1230,1
357,2404,1230,1
358,2404,1230,1
359,2404,1230,1
360,2404,1230,1
